"","Gene","kTotal"
"LOC100576862","LOC100576862",17.6614117269467
"LOC100576863","LOC100576863",294.084234125735
"LOC100576864","LOC100576864",176.083932905104
"LOC100576866","LOC100576866",94.4477216694593
"LOC100576868","LOC100576868",82.9718473120138
"LOC100576871","LOC100576871",149.329494182276
"LOC100576872","LOC100576872",16.347738899711
"LOC100576876","LOC100576876",29.5265956325861
"LOC100576878","LOC100576878",28.3805771066078
"LOC100576879","LOC100576879",26.3253574431186
"LOC100576880","LOC100576880",52.4006361002959
"LOC100576881","LOC100576881",10.5942725685317
"LOC100576882","LOC100576882",25.6524668788697
"LOC100576885","LOC100576885",13.3216916300335
"LOC100576886","LOC100576886",6.56254001444053
"LOC100576891","LOC100576891",184.494951934101
"LOC100576894","LOC100576894",211.827038453075
"LOC100576895","LOC100576895",8.04433420778657
"LOC100576896","LOC100576896",114.845859580021
"LOC100576898","LOC100576898",19.2887505016298
"LOC100576901","LOC100576901",48.7580748409517
"LOC100576902","LOC100576902",2.74730516468526
"LOC100576903","LOC100576903",91.639716178953
"LOC100576908","LOC100576908",334.205782290247
"LOC100576912","LOC100576912",73.6436810978018
"LOC100576913","LOC100576913",12.0559460318397
"LOC100576914","LOC100576914",4.33568970661471
"LOC100576915","LOC100576915",45.3458199558765
"LOC100576916","LOC100576916",96.0927080800531
"LOC100576918","LOC100576918",26.6528022403487
"LOC100576919","LOC100576919",39.6033238404319
"LOC100576923","LOC100576923",3.40273475889223
"LOC100576924","LOC100576924",20.2867034702099
"LOC100576925","LOC100576925",21.0651679010664
"LOC100576929","LOC100576929",16.8806257038477
"LOC100576930","LOC100576930",20.2949446097451
"LOC100576932","LOC100576932",234.955055844031
"LOC100576934","LOC100576934",16.2540608669478
"LOC100576935","LOC100576935",51.3257019340923
"LOC100576936","LOC100576936",38.0257194160926
"LOC100576938","LOC100576938",46.3853841478137
"LOC100576940","LOC100576940",4.67734861928441
"LOC100576944","LOC100576944",7.03282009789419
"LOC100576945","LOC100576945",28.977477251135
"LOC100576947","LOC100576947",5.85888929835698
"LOC100576948","LOC100576948",16.0123828487152
"LOC100576949","LOC100576949",60.4161334162245
"LOC100576951","LOC100576951",77.2507453904039
"LOC100576953","LOC100576953",302.835480678025
"LOC100576956","LOC100576956",100.628691919973
"LOC100576957","LOC100576957",241.51744397777
"LOC100576958","LOC100576958",55.8782670628386
"LOC100576960","LOC100576960",13.336913830357
"LOC100576961","LOC100576961",17.0811800328013
"LOC100576963","LOC100576963",13.66857721392
"LOC100576964","LOC100576964",362.476850195022
"LOC100576965","LOC100576965",4.49696957177701
"LOC100576966","LOC100576966",8.57515803936279
"LOC100576967","LOC100576967",152.470472342675
"LOC100576968","LOC100576968",47.2424987236147
"LOC100576969","LOC100576969",1.48348797839809
"LOC100576972","LOC100576972",85.7913328510303
"LOC100576974","LOC100576974",11.7963332376703
"LOC100576975","LOC100576975",27.1695976845695
"LOC100576976","LOC100576976",418.202604247395
"LOC100576978","LOC100576978",47.7162377671938
"LOC100576982","LOC100576982",84.6350681408057
"LOC100576983","LOC100576983",34.5535633964244
"LOC100576984","LOC100576984",22.0427508910908
"LOC100576985","LOC100576985",211.530003839848
"LOC100576986","LOC100576986",4.5695984349536
"LOC100576987","LOC100576987",9.91427077548595
"LOC100576989","LOC100576989",317.036804596179
"LOC100576990","LOC100576990",178.561870966596
"LOC100576992","LOC100576992",17.8285520916233
"LOC100576993","LOC100576993",84.1322837249784
"LOC100576994","LOC100576994",21.7430610394381
"LOC100576996","LOC100576996",14.8451208618044
"LOC100577000","LOC100577000",24.3692630405867
"LOC100577002","LOC100577002",48.816478252382
"LOC100577003","LOC100577003",23.7795514323662
"LOC100577004","LOC100577004",32.1823697817651
"LOC100577013","LOC100577013",14.6132492331396
"LOC100577014","LOC100577014",98.6181115408801
"LOC100577015","LOC100577015",49.9306877242858
"LOC100577017","LOC100577017",5.50757888571679
"LOC100577018","LOC100577018",353.015437273281
"LOC100577019","LOC100577019",73.4139283029092
"LOC100577020","LOC100577020",11.066285161133
"LOC100577021","LOC100577021",83.7793717018088
"LOC100577022","LOC100577022",10.4390186729044
"LOC100577023","LOC100577023",264.719273871812
"LOC100577024","LOC100577024",4.07361741228586
"LOC100577026","LOC100577026",12.7052532691047
"LOC100577027","LOC100577027",24.5644989122433
"LOC100577028","LOC100577028",1.47961079249068
"LOC100577030","LOC100577030",8.70465067355624
"LOC100577032","LOC100577032",66.9920381471701
"LOC100577033","LOC100577033",76.7303852608837
"LOC100577035","LOC100577035",22.6132497700555
"LOC100577039","LOC100577039",354.211321911558
"LOC100577041","LOC100577041",284.875924298457
"LOC100577042","LOC100577042",226.867691708404
"LOC100577043","LOC100577043",52.9563842795992
"LOC100577044","LOC100577044",71.7881036837619
"LOC100577045","LOC100577045",35.903161549704
"LOC100577046","LOC100577046",7.21997731734472
"LOC100577047","LOC100577047",33.4305917836224
"LOC100577050","LOC100577050",59.5014013645878
"LOC100577053","LOC100577053",7.72420667264681
"LOC100577054","LOC100577054",8.00340840503419
"LOC100577057","LOC100577057",247.478515317585
"LOC100577060","LOC100577060",66.7832827756165
"LOC100577062","LOC100577062",7.79429956457274
"LOC100577063","LOC100577063",68.506398712952
"LOC100577064","LOC100577064",17.9780143244486
"LOC100577065","LOC100577065",193.015589831749
"LOC100577068","LOC100577068",9.11003929303614
"LOC100577069","LOC100577069",10.7487995706213
"LOC100577071","LOC100577071",2.21540839242812
"LOC100577073","LOC100577073",16.7836142541733
"LOC100577074","LOC100577074",2.43763176050812
"LOC100577076","LOC100577076",25.8561508208687
"LOC100577080","LOC100577080",374.248930085019
"LOC100577081","LOC100577081",70.3602736200752
"LOC100577082","LOC100577082",45.1650749547577
"LOC100577088","LOC100577088",3.47112882671704
"LOC100577091","LOC100577091",1.51013860689276
"LOC100577092","LOC100577092",75.4935058569499
"LOC100577094","LOC100577094",16.6362361049116
"LOC100577095","LOC100577095",163.378842531822
"LOC100577098","LOC100577098",34.2553744661651
"LOC100577099","LOC100577099",7.83525285745888
"LOC100577101","LOC100577101",18.162749247025
"LOC100577102","LOC100577102",52.358516186456
"LOC100577103","LOC100577103",10.7233803295909
"LOC100577106","LOC100577106",10.6420586673555
"LOC100577107","LOC100577107",3.65536153434281
"LOC100577109","LOC100577109",208.614250669288
"LOC100577110","LOC100577110",49.738736661382
"LOC100577112","LOC100577112",19.0709792479386
"LOC100577113","LOC100577113",149.456608016077
"LOC100577118","LOC100577118",68.6857784484131
"LOC100577120","LOC100577120",331.933634397734
"LOC100577121","LOC100577121",7.54099694257676
"LOC100577122","LOC100577122",80.0073220845237
"LOC100577125","LOC100577125",1.73423047167882
"LOC100577127","LOC100577127",107.423103460942
"LOC100577128","LOC100577128",25.2073985183671
"LOC100577132","LOC100577132",71.4376987282607
"LOC100577135","LOC100577135",6.71722780985776
"LOC100577136","LOC100577136",91.7176360579407
"LOC100577138","LOC100577138",49.4301285809689
"LOC100577139","LOC100577139",96.8618701115134
"LOC100577140","LOC100577140",22.7518883017585
"LOC100577141","LOC100577141",220.951504646865
"LOC100577142","LOC100577142",129.505811268087
"LOC100577143","LOC100577143",41.6676714146361
"LOC100577144","LOC100577144",48.822039303105
"LOC100577145","LOC100577145",2.46767247307041
"LOC100577146","LOC100577146",238.344870234299
"LOC100577147","LOC100577147",171.296799278027
"LOC100577149","LOC100577149",6.33419590884969
"LOC100577150","LOC100577150",9.64047601581626
"LOC100577151","LOC100577151",78.8902452449268
"LOC100577155","LOC100577155",127.585860582861
"LOC100577156","LOC100577156",32.8636437764273
"LOC100577159","LOC100577159",11.6596513936821
"LOC100577161","LOC100577161",10.087020172558
"LOC100577162","LOC100577162",377.149743969453
"LOC100577163","LOC100577163",55.3654322321134
"LOC100577164","LOC100577164",9.04275249959545
"LOC100577165","LOC100577165",12.5526256489146
"LOC100577168","LOC100577168",27.6625854100756
"LOC100577174","LOC100577174",231.64203087555
"LOC100577178","LOC100577178",13.9643658641226
"LOC100577180","LOC100577180",338.93999231831
"LOC100577183","LOC100577183",9.25926563596447
"LOC100577185","LOC100577185",27.2277013696771
"LOC100577186","LOC100577186",2.3319554206909
"LOC100577187","LOC100577187",78.0325405563571
"LOC100577188","LOC100577188",47.8396057104274
"LOC100577192","LOC100577192",9.75324247363109
"LOC100577194","LOC100577194",3.79469031408969
"LOC100577196","LOC100577196",49.6956692569517
"LOC100577197","LOC100577197",11.1687235606712
"LOC100577198","LOC100577198",53.9241526160148
"LOC100577201","LOC100577201",4.38804153765264
"LOC100577202","LOC100577202",93.978045016133
"LOC100577209","LOC100577209",43.9494143383134
"LOC100577211","LOC100577211",58.1340232543181
"LOC100577213","LOC100577213",19.6173034826223
"LOC100577214","LOC100577214",11.066723111048
"LOC100577215","LOC100577215",69.7239726265172
"LOC100577216","LOC100577216",24.3480664467133
"LOC100577220","LOC100577220",132.358085035238
"LOC100577221","LOC100577221",279.34226841569
"LOC100577222","LOC100577222",1.39496389873101
"LOC100577224","LOC100577224",206.043312609307
"LOC100577226","LOC100577226",11.0669359843743
"LOC100577227","LOC100577227",78.9620141688326
"LOC100577228","LOC100577228",100.985522818825
"LOC100577229","LOC100577229",26.2841172595521
"LOC100577231","LOC100577231",3.13340852158634
"LOC100577235","LOC100577235",303.733836079531
"LOC100577237","LOC100577237",65.3156838119001
"LOC100577239","LOC100577239",29.4847186285198
"LOC100577242","LOC100577242",82.4892114601393
"LOC100577248","LOC100577248",45.7215134061406
"LOC100577249","LOC100577249",7.75561740288312
"LOC100577250","LOC100577250",67.3512523837333
"LOC100577252","LOC100577252",4.0334706020942
"LOC100577253","LOC100577253",109.492980598321
"LOC100577254","LOC100577254",45.5403262378417
"LOC100577255","LOC100577255",442.187022147564
"LOC100577257","LOC100577257",303.438236469201
"LOC100577259","LOC100577259",4.28331042135992
"LOC100577260","LOC100577260",179.97523867864
"LOC100577261","LOC100577261",94.1705733662488
"LOC100577262","LOC100577262",2.75505705673978
"LOC100577263","LOC100577263",91.8006565010108
"LOC100577264","LOC100577264",39.0506520607663
"LOC100577265","LOC100577265",4.70565712522577
"LOC100577266","LOC100577266",16.3587189974238
"LOC100577268","LOC100577268",43.7503171253168
"LOC100577269","LOC100577269",130.95715779353
"LOC100577272","LOC100577272",40.7299429784486
"LOC100577273","LOC100577273",61.7849005486691
"LOC100577275","LOC100577275",87.7209425598487
"LOC100577278","LOC100577278",12.1409362682875
"LOC100577279","LOC100577279",29.7019417910256
"LOC100577280","LOC100577280",120.286452742389
"LOC100577283","LOC100577283",92.0662316823376
"LOC100577285","LOC100577285",18.1248954879631
"LOC100577286","LOC100577286",250.859927201694
"LOC100577288","LOC100577288",18.8226545630367
"LOC100577291","LOC100577291",102.775568313986
"LOC100577293","LOC100577293",230.163332221537
"LOC100577295","LOC100577295",54.2860709236756
"LOC100577296","LOC100577296",70.2493764221837
"LOC100577298","LOC100577298",8.83011691131287
"LOC100577300","LOC100577300",11.1633492473547
"LOC100577302","LOC100577302",27.4672181419654
"LOC100577303","LOC100577303",60.9401131398632
"LOC100577306","LOC100577306",169.756691029145
"LOC100577307","LOC100577307",6.14118562935774
"LOC100577308","LOC100577308",90.614652656591
"LOC100577313","LOC100577313",3.99006926812982
"LOC100577317","LOC100577317",5.70638053775249
"LOC100577320","LOC100577320",6.14551606373657
"LOC100577322","LOC100577322",11.3907331532215
"LOC100577324","LOC100577324",14.6145680451878
"LOC100577325","LOC100577325",34.146198060371
"LOC100577327","LOC100577327",2.06735462903702
"LOC100577328","LOC100577328",35.2954429609636
"LOC100577330","LOC100577330",124.48958639696
"LOC100577331","LOC100577331",11.2525745506754
"LOC100577332","LOC100577332",13.4084780054698
"LOC100577334","LOC100577334",28.5242774928174
"LOC100577335","LOC100577335",13.2121845368208
"LOC100577336","LOC100577336",51.7064026788784
"LOC100577341","LOC100577341",11.7938591158604
"LOC100577342","LOC100577342",3.43821082079696
"LOC100577343","LOC100577343",18.903072643054
"LOC100577344","LOC100577344",156.489312154918
"LOC100577345","LOC100577345",2.51490530954748
"LOC100577346","LOC100577346",3.61644207760929
"LOC100577347","LOC100577347",8.37585531041258
"LOC100577348","LOC100577348",49.5644315913933
"LOC100577351","LOC100577351",1.86920687472147
"LOC100577358","LOC100577358",179.58948024359
"LOC100577359","LOC100577359",21.1082964246499
"LOC100577360","LOC100577360",18.1083809848869
"LOC100577362","LOC100577362",7.47394052563917
"LOC100577363","LOC100577363",23.7277000279886
"LOC100577364","LOC100577364",34.1532739133086
"LOC100577365","LOC100577365",26.7277521438359
"LOC100577367","LOC100577367",42.0594728330767
"LOC100577369","LOC100577369",5.19130639914727
"LOC100577373","LOC100577373",34.4575597084069
"LOC100577376","LOC100577376",13.6829264909286
"LOC100577377","LOC100577377",8.6955383598385
"LOC100577378","LOC100577378",11.7544009642681
"LOC100577380","LOC100577380",9.33456704965017
"LOC100577381","LOC100577381",10.5543383604352
"LOC100577382","LOC100577382",345.092313615132
"LOC100577384","LOC100577384",64.7114656790634
"LOC100577385","LOC100577385",1.59514449545602
"LOC100577386","LOC100577386",97.8308938989405
"LOC100577387","LOC100577387",16.4621174370698
"LOC100577393","LOC100577393",20.906394723226
"LOC100577394","LOC100577394",55.0652986623897
"LOC100577396","LOC100577396",169.179519299071
"LOC100577397","LOC100577397",34.6598211057236
"LOC100577398","LOC100577398",4.69840453334415
"LOC100577399","LOC100577399",11.8132351601704
"LOC100577401","LOC100577401",317.423635335681
"LOC100577406","LOC100577406",5.55627751803632
"LOC100577407","LOC100577407",17.0348450032627
"LOC100577408","LOC100577408",275.050677782634
"LOC100577409","LOC100577409",5.75859157046646
"LOC100577410","LOC100577410",13.3349905039681
"LOC100577411","LOC100577411",33.9364171593714
"LOC100577415","LOC100577415",369.578690322422
"LOC100577417","LOC100577417",87.6877487081573
"LOC100577418","LOC100577418",23.0986608257637
"LOC100577422","LOC100577422",60.6457629768118
"LOC100577423","LOC100577423",14.153299165147
"LOC100577425","LOC100577425",95.2782348263308
"LOC100577428","LOC100577428",4.13802274838026
"LOC100577430","LOC100577430",18.5873831133643
"LOC100577431","LOC100577431",82.6640274812383
"LOC100577436","LOC100577436",67.9950114177139
"LOC100577437","LOC100577437",39.9849081713728
"LOC100577440","LOC100577440",413.526417547178
"LOC100577441","LOC100577441",33.3021567502783
"LOC100577444","LOC100577444",11.4809396164755
"LOC100577449","LOC100577449",10.9776144358935
"LOC100577450","LOC100577450",39.6128503976326
"LOC100577451","LOC100577451",8.32358553993894
"LOC100577452","LOC100577452",101.912358686823
"LOC100577453","LOC100577453",279.191040818843
"LOC100577454","LOC100577454",32.9040685836479
"LOC100577455","LOC100577455",311.316237326317
"LOC100577456","LOC100577456",10.0312315628603
"LOC100577464","LOC100577464",5.13076236509313
"LOC100577466","LOC100577466",7.3002272446784
"LOC100577468","LOC100577468",174.478864610961
"LOC100577472","LOC100577472",125.8241804883
"LOC100577473","LOC100577473",21.3942345085716
"LOC100577474","LOC100577474",1.63067571472419
"LOC100577476","LOC100577476",10.8198637664684
"LOC100577481","LOC100577481",38.2872692588899
"LOC100577486","LOC100577486",22.0642525295581
"LOC100577487","LOC100577487",80.5936275531757
"LOC100577488","LOC100577488",25.2219743348055
"LOC100577489","LOC100577489",369.784511619843
"LOC100577491","LOC100577491",39.966478628894
"LOC100577492","LOC100577492",289.399049426203
"LOC100577493","LOC100577493",165.625593961998
"LOC100577496","LOC100577496",3.75800729889335
"LOC100577497","LOC100577497",9.61533577915543
"LOC100577498","LOC100577498",48.2011984408223
"LOC100577499","LOC100577499",289.417370303614
"LOC100577501","LOC100577501",171.3384647032
"LOC100577504","LOC100577504",27.8298093982317
"LOC100577506","LOC100577506",20.1634242642244
"LOC100577507","LOC100577507",90.4310373930133
"LOC100577510","LOC100577510",109.039022848667
"LOC100577513","LOC100577513",94.8487410085474
"LOC100577515","LOC100577515",4.42759949235962
"LOC100577516","LOC100577516",38.669387766096
"LOC100577517","LOC100577517",67.7153666019854
"LOC100577519","LOC100577519",9.80835808829573
"LOC100577520","LOC100577520",27.0792167137839
"LOC100577521","LOC100577521",157.562076893981
"LOC100577522","LOC100577522",51.3185238529158
"LOC100577524","LOC100577524",29.2986016474654
"LOC100577525","LOC100577525",18.6474645713583
"LOC100577527","LOC100577527",19.6783901850401
"LOC100577530","LOC100577530",66.5963002415818
"LOC100577532","LOC100577532",14.2122350671706
"LOC100577533","LOC100577533",15.1674963687317
"LOC100577536","LOC100577536",58.658169352216
"LOC100577537","LOC100577537",5.22686424821904
"LOC100577538","LOC100577538",270.540282633378
"LOC100577539","LOC100577539",186.088997461352
"LOC100577541","LOC100577541",333.001578086037
"LOC100577542","LOC100577542",232.805490342122
"LOC100577543","LOC100577543",8.49554100594862
"LOC100577544","LOC100577544",52.143570089605
"LOC100577546","LOC100577546",17.915739213387
"LOC100577548","LOC100577548",78.8726241287155
"LOC100577551","LOC100577551",218.421989279117
"LOC100577552","LOC100577552",126.578865818283
"LOC100577553","LOC100577553",8.39151976737354
"LOC100577556","LOC100577556",43.036968283383
"LOC100577558","LOC100577558",6.16718520923945
"LOC100577559","LOC100577559",186.201196346824
"LOC100577561","LOC100577561",51.9870840453404
"LOC100577562","LOC100577562",2.65607677398055
"LOC100577565","LOC100577565",4.13121047590065
"LOC100577566","LOC100577566",229.887319870135
"LOC100577567","LOC100577567",20.9078114335291
"LOC100577569","LOC100577569",42.6910598625332
"LOC100577571","LOC100577571",20.8459179458351
"LOC100577573","LOC100577573",78.9491869587003
"LOC100577574","LOC100577574",18.5032680681332
"LOC100577575","LOC100577575",20.0059997054843
"LOC100577576","LOC100577576",51.2894282053436
