"","Gene","tau"
"LOC107964512","LOC107964512",0.550253246753247
"LOC107964511","LOC107964511",0.916688882964543
"LOC107964510","LOC107964510",0.681058038007191
"LOC107964517","LOC107964517",0.580946088794926
"LOC107964516","LOC107964516",0.560179158793478
"LOC107964515","LOC107964515",0.657704706640877
"LOC107964514","LOC107964514",0.835195326761592
"LOC409709","LOC409709",0.90033353671486
"LOC409708","LOC409708",0.96096148771833
"LOC409707","LOC409707",0.752697025537935
"LOC409706","LOC409706",0.670295723038282
"LOC409704","LOC409704",0.741729790842284
"LOC409703","LOC409703",0.903524260195662
"LOC409702","LOC409702",0.628051489470981
"LOC409701","LOC409701",0.953762454809981
"LOC727261","LOC727261",0.288257372750912
"LOC412569","LOC412569",0.952452693591853
"LOC412563","LOC412563",0.832994084150804
"LOC412560","LOC412560",0.58715966947099
"LOC412564","LOC412564",0.916010445067104
"LOC409559","LOC409559",0.943592296432414
"Rpn1","Rpn1",0.463930376869698
"LOC413213","LOC413213",0.595644807544687
"LOC413210","LOC413210",0.783289521723257
"LOC413215","LOC413215",0.806477994337081
"LOC409448","LOC409448",0.911309935559034
"LOC409440","LOC409440",0.267704543258337
"LOC409441","LOC409441",0.963480800377296
"LOC409442","LOC409442",0.596889991895252
"LOC409443","LOC409443",0.617340926206898
"LOC409444","LOC409444",0.717416275446109
"LOC409447","LOC409447",0.416890664131766
"LOC552429","LOC552429",0.752953235774647
"LOC552428","LOC552428",0.329067981134447
"LOC552421","LOC552421",0.766842948013998
"LOC552420","LOC552420",0.407494791971507
"LOC552422","LOC552422",0.58471559400958
"LOC552425","LOC552425",0.972976795034001
"LOC552424","LOC552424",0.745059846849925
"LOC552426","LOC552426",0.67627974231252
"LOC727262","LOC727262",0.40428628563407
"LOC100576789","LOC100576789",0.567545667140918
"LOC100577322","LOC100577322",0.886836924462784
"LOC102655731","LOC102655731",0.717308389748549
"LOC100577320","LOC100577320",0.458680756472344
"LOC100577327","LOC100577327",0.794630116816612
"LOC552767","LOC552767",0.625279374775422
"LOC100577325","LOC100577325",0.386012740228892
"LOC100577324","LOC100577324",0.803134600587867
"LOC552768","LOC552768",0.257009976833258
"LOC100577328","LOC100577328",0.567327521313656
"LOC100576333","LOC100576333",0.824918583451137
"LOC100576331","LOC100576331",0.841887226697353
"LOC100576330","LOC100576330",0.979154176018392
"LOC100576337","LOC100576337",0.521401671442932
"LOC100576336","LOC100576336",0.666286707727393
"Ip3k","Ip3k",0.692303688863175
"LOC725258","LOC725258",0.747927092184749
"LOC100576338","LOC100576338",0.856030897207368
"LOC726633","LOC726633",0.503164212964057
"brp","brp",0.908672006745363
"LOC726637","LOC726637",0.527145233842542
"LOC107965912","LOC107965912",0.927165313668381
"LOC726636","LOC726636",0.620514482534172
"LOC726515","LOC726515",0.771303850007156
"LOC410095","LOC410095",0.713983487676139
"LOC410094","LOC410094",0.433894142550068
"LOC410097","LOC410097",0.644413937052382
"LOC410096","LOC410096",0.745896452156059
"LOC410091","LOC410091",0.671424037796393
"LOC410542","LOC410542",0.821811453826255
"LOC410093","LOC410093",0.267906242259103
"LOC410092","LOC410092",0.787199982917177
"LOC410099","LOC410099",0.476436214333112
"LOC410098","LOC410098",0.585700353815064
"LOC410549","LOC410549",0.890845335535424
"LOC551418","LOC551418",0.335170261736561
"LOC724984","LOC724984",0.560592484169663
"LOC411794","LOC411794",0.477504464285714
"LOC410328","LOC410328",0.417696297999876
"LOC102654069","LOC102654069",0.657822600634862
"LOC410323","LOC410323",0.902916666666667
"LOC410322","LOC410322",0.700065675461186
"LOC102654066","LOC102654066",0.607490122706378
"LOC410320","LOC410320",0.91956426089241
"LOC102654060","LOC102654060",0.949867187076489
"LOC410326","LOC410326",0.510163245636058
"LOC410325","LOC410325",0.527487941868836
"LOC410324","LOC410324",0.866904768244838
"LOC727232","LOC727232",0.70406538101002
"LOC551411","LOC551411",0.601081027491836
"LOC727230","LOC727230",0.684447642474905
"LOC727231","LOC727231",1
"LOC727236","LOC727236",0.54342781544288
"LOC727237","LOC727237",0.83304650008274
"LOC727234","LOC727234",0.499614008989508
"LOC727235","LOC727235",0.518849732678576
"LOC727238","LOC727238",0.46029192399381
"LOC727239","LOC727239",0.360117381814585
"LOC727549","LOC727549",0.899789690192901
"LOC412818","LOC412818",0.941265560648719
"LOC107965915","LOC107965915",0.934778653946699
"LOC724479","LOC724479",0.63072593447828
"LOC102654028","LOC102654028",1
"LOC725269","LOC725269",0.538836049055027
"SIFR","SIFR",0.932191435768262
"LOC107965488","LOC107965488",0.808896797153025
"LOC107965489","LOC107965489",0.49613080661568
"LOC107965486","LOC107965486",0.766232820271344
"LOC107965487","LOC107965487",0.874712411966143
"LOC107965484","LOC107965484",0.840144212290331
"LOC107965485","LOC107965485",0.789156874871161
"LOC107965482","LOC107965482",0.716466131907308
"LOC107965483","LOC107965483",0.721729934726325
"LOC107965480","LOC107965480",0.979373567608862
"LOC107965481","LOC107965481",0.852727272727273
"LOC411942","LOC411942",0.799108195175611
"LOC411943","LOC411943",0.512923802013731
"LOC411947","LOC411947",0.744780136988305
"LOC100577275","LOC100577275",0.907543194268858
"LOC107964689","LOC107964689",0.948590060106045
"LOC107964688","LOC107964688",0.918181818181818
"LOC107964683","LOC107964683",0.753040610183467
"LOC107964682","LOC107964682",0.766343207354443
"LOC107964681","LOC107964681",0.841224747474748
"LOC107964680","LOC107964680",0.838615764899753
"LOC107964687","LOC107964687",0.748764822134387
"LOC107964686","LOC107964686",0.97427716404133
"LOC107964685","LOC107964685",0.927999949933035
"LOC107964684","LOC107964684",0.863261183261183
"LOC102653779","LOC102653779",0.775638860331914
"LOC102653778","LOC102653778",0.977272727272727
"LOC102653774","LOC102653774",0.902748414376321
"LOC102653777","LOC102653777",0.810996312123163
"LOC102653771","LOC102653771",0.874611692911575
"LOC102653770","LOC102653770",0.868426755189783
"LOC102653773","LOC102653773",0.516672333979227
"LOC102653772","LOC102653772",0.885998950544405
"LOC102655403","LOC102655403",0.970480789418434
"LOC412027","LOC412027",0.460292631204868
"LOC412024","LOC412024",0.567961507648876
"LOC100577272","LOC100577272",0.543229605188304
"LOC412020","LOC412020",0.602038191664881
"LOC412021","LOC412021",0.89517183217373
"LOC411058","LOC411058",0.676181582219318
"LOC411059","LOC411059",0.722024144793662
"FAR1","FAR1",0.817729468784794
"LOC411052","LOC411052",0.835678608248547
"LOC411053","LOC411053",0.911214405801686
"LOC411050","LOC411050",0.984288821885369
"LOC411054","LOC411054",0.781578979732389
"LOC552459","LOC552459",0.920992109232232
"LOC725799","LOC725799",0.948887230148118
"LOC725798","LOC725798",0.741424220825504
"Eyg","Eyg",0.998386276958499
"LOC409930","LOC409930",0.880449570873949
"LOC100577279","LOC100577279",0.346778259554301
"LOC409932","LOC409932",0.672207832753295
"LOC409933","LOC409933",0.754740132458198
"LOC409934","LOC409934",0.369522035858997
"LOC725796","LOC725796",0.521870214648672
"LOC409936","LOC409936",0.536023708867159
"LOC100577278","LOC100577278",0.855883081496161
"LOC552800","LOC552800",0.652983556716482
"LOC412795","LOC412795",0.738076079754643
"LOC412796","LOC412796",0.57884913562535
"LOC412797","LOC412797",0.983252201060633
"LOC725792","LOC725792",0.827491646503053
"LOC412791","LOC412791",0.694468557385497
"LOC412799","LOC412799",0.483573995859213
"LOC724958","LOC724958",0.993540824101753
"LOC724959","LOC724959",0.310595404498494
"LOC724228","LOC724228",0.933591965605267
"LOC724229","LOC724229",0.78094824745926
"LOC724952","LOC724952",0.883670318567521
"LOC724225","LOC724225",0.755308948173586
"LOC724226","LOC724226",0.851206543467729
"LOC724227","LOC724227",0.762908606711768
"LOC724220","LOC724220",0.959640665832348
"LOC724221","LOC724221",0.940193528169332
"LOC724954","LOC724954",0.839316090482288
"LOC724223","LOC724223",0.483690117466803
"LOC725579","LOC725579",0.385538322456705
"LOC107964453","LOC107964453",0.903823754146632
"LOC725577","LOC725577",0.491542321953714
"LOC725576","LOC725576",0.285433350861181
"LOC725575","LOC725575",0.575940957432559
"LOC725574","LOC725574",0.809094465784607
"LOC725573","LOC725573",0.877929219199292
"LOC725572","LOC725572",0.724355338818593
"LOC725571","LOC725571",0.42353044467701
"LOC550903","LOC550903",0.320120608823608
"Gfat2","Gfat2",0.822882374199637
"CPR28","CPR28",0.828869080097895
"CPR27","CPR27",0.774278215223097
"CPR22","CPR22",0.78432185766161
"Ing3","Ing3",0.620346057539987
"LOC724539","LOC724539",0.734973380768551
"LOC413772","LOC413772",0.523189026712366
"LOC100578418","LOC100578418",0.92953056877625
"LOC100578419","LOC100578419",0.92684055693437
"LOC100578949","LOC100578949",0.889477274886223
"LOC100578947","LOC100578947",0.610845095620218
"LOC100578417","LOC100578417",0.815824271422358
"LOC100578411","LOC100578411",0.98521518007684
"LOC100578412","LOC100578412",0.896197316683905
"LOC100578413","LOC100578413",0.820887361226344
"LOC100577136","LOC100577136",0.520667735878579
"LOC102655127","LOC102655127",0.575878464160888
"LOC102655124","LOC102655124",0.451459987097136
"LOC100577135","LOC100577135",0.924653235169726
"LOC100577132","LOC100577132",0.843201976554262
"LOC102655123","LOC102655123",0.69961114624036
"LOC102655120","LOC102655120",0.64540882790476
"LOC102655121","LOC102655121",0.829943694649577
"Csd","Csd",0.528412675652423
"LOC726985","LOC726985",0.963793879387939
"LOC100577138","LOC100577138",0.443706610633871
"LOC100577139","LOC100577139",0.443490373133699
"LOC100576527","LOC100576527",0.365471984175012
"LOC100576524","LOC100576524",0.891123380760246
"LOC100576525","LOC100576525",1
"LOC100576522","LOC100576522",0.839874451940656
"LOC100576520","LOC100576520",0.801671812464265
"LOC102656732","LOC102656732",0.848016395842483
"LOC102656733","LOC102656733",0.546872782059743
"LOC102656730","LOC102656730",0.631931503399647
"LOC102656731","LOC102656731",0.80522709334864
"LOC102656737","LOC102656737",0.744727063379913
"LOC100576528","LOC100576528",0.685892608180124
"LOC100576529","LOC100576529",0.819957386363636
"LOC726981","LOC726981",0.972565913014326
"LOC726980","LOC726980",0.849402389012418
"LOC413515","LOC413515",0.276736099833635
"LOC413517","LOC413517",0.927902047337157
"LOC413510","LOC413510",0.702397389365758
"LOC727322","LOC727322",0.978985232866339
"LOC413512","LOC413512",0.380953333159215
"LOC102655380","LOC102655380",0.579592376219303
"LOC102655381","LOC102655381",0.900526447528846
"LOC102655387","LOC102655387",0.962566844919786
"LOC102655388","LOC102655388",0.347258520990641
"LOC726458","LOC726458",0.943155694879833
"LOC551906","LOC551906",0.372381923805776
"LOC725794","LOC725794",0.924908397702515
"LOC551576","LOC551576",0.749282218799445
"SP34","SP34",0.961305785123967
"LOC102653838","LOC102653838",0.803171498373051
"LOC102653839","LOC102653839",0.197094427813665
"LOC726086","LOC726086",0.627329848355364
"LOC551579","LOC551579",0.72220440439055
"LOC726080","LOC726080",0.642382026370576
"LOC726081","LOC726081",0.414240109841283
"LOC100578623","LOC100578623",0.964092837855214
"LOC726088","LOC726088",0.401520826421588
"LOC102653977","LOC102653977",0.819730108149865
"LOC102654656","LOC102654656",0.924242424242424
"LOC102653975","LOC102653975",0.660210094798873
"LOC102653974","LOC102653974",0.975748199819982
"LOC102654653","LOC102654653",0.826714055405275
"LOC102653972","LOC102653972",0.901858770351921
"LOC107965318","LOC107965318",0.953850114684267
"LOC107965319","LOC107965319",0.686481046628648
"LOC107965316","LOC107965316",0.763257575757576
"LOC107965317","LOC107965317",0.874625421899698
"LOC107965314","LOC107965314",0.804630419810756
"LOC107965315","LOC107965315",0.734106777628888
"LOC107965312","LOC107965312",0.925578620854211
"LOC107965313","LOC107965313",0.823172381469764
"LOC102653979","LOC102653979",0.801905985651569
"LOC102653978","LOC102653978",0.733357171235598
"LOC100577903","LOC100577903",0.514200620396978
"LOC107964308","LOC107964308",0.997595215863532
"LOC107964309","LOC107964309",0.84211903204709
"LOC107964306","LOC107964306",0.764928698752228
"LOC107964307","LOC107964307",0.833955448524985
"LOC107964304","LOC107964304",0.797451319276414
"LOC107964305","LOC107964305",0.606887052341598
"LOC107964302","LOC107964302",0.767223517223517
"LOC107964303","LOC107964303",0.9150036954915
"LOC107964300","LOC107964300",0.728473374015543
"LOC107964301","LOC107964301",0.772869318181818
"LOC102653919","LOC102653919",0.920306965761511
"LOC107965900","LOC107965900",1
"LOC102655237","LOC102655237",0.712402127786743
"LOC412053","LOC412053",0.537803387947792
"LOC100577906","LOC100577906",0.874746287789766
"LOC102655235","LOC102655235",0.830916097390086
"LOC102654388","LOC102654388",0.902285377403525
"LOC102654385","LOC102654385",0.889203444564047
"LOC102654384","LOC102654384",0.507134237800408
"LOC102654387","LOC102654387",0.730875553174178
"LOC102654386","LOC102654386",0.966329966329966
"LOC102654381","LOC102654381",0.681004833612196
"LOC102654380","LOC102654380",0.940424417081478
"LOC102654383","LOC102654383",1
"LOC102654472","LOC102654472",0.887915742793792
"LOC102654470","LOC102654470",0.870079678775331
"LOC102654477","LOC102654477",0.830091087058519
"Cyp314a1","Cyp314a1",0.791790718242331
"LOC412804","LOC412804",0.561324998620081
"LOC412806","LOC412806",0.267671925116934
"LOC102654478","LOC102654478",0.79026690748545
"LOC412801","LOC412801",0.952576100370218
"LOC726558","LOC726558",0.745539111233008
"LOC726559","LOC726559",0.83126356238698
"LOC726550","LOC726550",0.61167245889528
"LOC726551","LOC726551",0.62744959736672
"LOC726552","LOC726552",0.618760136522572
"LOC726553","LOC726553",0.996642448940389
"LOC726554","LOC726554",0.987257304429783
"LOC100577725","LOC100577725",0.951273720321555
"LOC408579","LOC408579",0.799031143484148
"LOC408578","LOC408578",0.513629091300208
"LOC408573","LOC408573",0.475725487813155
"LOC408572","LOC408572",0.695037995047949
"LOC408570","LOC408570",0.941095456155254
"LOC408577","LOC408577",0.587222928383626
"LOC408576","LOC408576",0.928035726624125
"LOC408575","LOC408575",0.329139830178391
"LOC408574","LOC408574",0.456403736564957
"LOC411207","LOC411207",0.824770705536598
"LOC411206","LOC411206",0.463670505766312
"LOC409169","LOC409169",0.25735657118389
"LOC409168","LOC409168",0.517706145536315
"LOC411202","LOC411202",0.818311918872423
"LOC411201","LOC411201",0.950667615190982
"LOC411200","LOC411200",0.953524967685611
"LOC409163","LOC409163",0.797998643147897
"LOC409162","LOC409162",0.896723948429398
"LOC551185","LOC551185",0.419190591160089
"LOC409160","LOC409160",0.579766351790216
"LOC409167","LOC409167",0.26756670980833
"LOC409166","LOC409166",0.590587663276302
"LOC409165","LOC409165",0.465779415223933
"LOC409164","LOC409164",0.791193785543625
"LOC102656101","LOC102656101",0.8803696221474
"LOC726338","LOC726338",0.432025134172459
"LOC726339","LOC726339",0.530097278139852
"LOC726888","LOC726888",0.427241097551332
"LOC726886","LOC726886",0.757131593849371
"LOC726335","LOC726335",0.659390916228938
"LOC726336","LOC726336",0.326939961989719
"LOC726337","LOC726337",0.402561625419446
"LOC726330","LOC726330",0.680148338979861
"LOC726331","LOC726331",0.968306960638205
"LOC726332","LOC726332",0.852868143726413
"LOC410637","LOC410637",0.754278684366804
"LOC410636","LOC410636",0.586180588727907
"LOC408414","LOC408414",0.881416566049264
"LOC408415","LOC408415",0.410624500423403
"LOC408416","LOC408416",0.348375157160085
"LOC408417","LOC408417",0.372013014213768
"LOC408411","LOC408411",0.728232566722798
"LOC408412","LOC408412",0.532210478787555
"LOC408413","LOC408413",0.451015211629269
"LOC408418","LOC408418",0.703814644409261
"LOC100577499","LOC100577499",0.35754427063654
"LOC100577498","LOC100577498",0.90859764256413
"LOC551457","LOC551457",0.676457701043153
"LOC551451","LOC551451",0.540260373283973
"LOC551450","LOC551450",0.49734346737617
"LOC551452","LOC551452",0.535387944209392
"LOC100577491","LOC100577491",0.409754711299059
"LOC100577722","LOC100577722",0.839481876892652
"LOC100577493","LOC100577493",0.716870738808463
"LOC100577492","LOC100577492",0.897291388962943
"LOC551459","LOC551459",0.323716656009706
"LOC551458","LOC551458",0.727826718875845
"LOC100577497","LOC100577497",0.882878378729001
"LOC100577496","LOC100577496",0.724021170907356
"LOC552245","LOC552245",0.441629939369856
"LOC552244","LOC552244",0.817001646466396
"LOC552247","LOC552247",0.44974959059851
"LOC552246","LOC552246",0.807251478100051
"LOC552241","LOC552241",0.287602828979627
"LOC552240","LOC552240",0.870070794802136
"LOC552243","LOC552243",0.87747848158425
"LOC552242","LOC552242",0.63447090275194
"LOC552249","LOC552249",0.766755067176083
"LOC411850","LOC411850",0.465515249886159
"LOC413873","LOC413873",0.672397817013665
"LOC551538","LOC551538",0.332101020972906
"LOC551539","LOC551539",0.468133408330183
